kabupaten_kota,kecamatan,latitude,longitude,is_kota,jenis_usaha,tahun_berdiri,jumlah_karyawan,has_digital_presence,omset_bulanan,populasi,kepadatan_penduduk,income_per_kapita,jarak_ke_jalan_utama,jarak_ke_pasar,akses_internet_pct,skor_infrastruktur,jumlah_kompetitor_radius_3km,jarak_ke_bank_terdekat,penetrasi_kur_pct,risiko_banjir,risiko_gempa,skor_potensi,is_survived_3yr,business_maturity,infra_x_income,competition_density_ratio,avg_distance_to_facilities,market_gap_score,digital_readiness_index,risk_composite,financial_access_score,omset_per_karyawan,location_advantage
Kab. Karawang,Purwasari,-6.241593905982592,107.28607155696623,False,Makanan,2022,1,1,69.98,100558,7998.1,5.6,0.33,5.95,52.1,70.2,5,4.11,32.4,0.745,0.138,48.63,0,2,0.26208,0.625148472762281,3.4633333333333334,16759.666666666668,0.7605,0.4415,0.5798,69.98,39.2067
Kab. Karawang,Purwasari,-6.232689409142561,107.28265756141228,False,Kerajinan,2011,10,0,43.28,100558,7998.1,5.6,0.33,5.95,52.1,70.2,5,4.11,32.4,0.745,0.138,41.03,1,13,0.26208,0.625148472762281,3.4633333333333334,16759.666666666668,0.2605,0.4415,0.5798,4.328,39.2067
Kab. Karawang,Kotabaru,-6.333392889754218,107.33294059692108,False,Makanan,2023,4,0,21.84,122597,1753.1,5.6,7.6,1.62,76.7,69.2,8,3.72,16.5,0.576,0.081,43.12,1,1,0.25834666666666667,4.563344931835036,4.3133333333333335,13621.888888888889,0.3835,0.32849999999999996,0.5081,5.46,46.467800000000004
Kab. Karawang,Kotabaru,-6.341933700267223,107.33419168466668,False,Kerajinan,2016,4,1,51.29,122597,1753.1,5.6,7.6,1.62,76.7,69.2,8,3.72,16.5,0.576,0.081,50.71,1,8,0.25834666666666667,4.563344931835036,4.3133333333333335,13621.888888888889,0.8835,0.32849999999999996,0.5081,12.8225,46.467800000000004
Kab. Karawang,Kotabaru,-6.344826877649539,107.32280802098175,False,Makanan,2023,3,1,34.86,122597,1753.1,5.6,7.6,1.62,76.7,69.2,8,3.72,16.5,0.576,0.081,50.71,1,1,0.25834666666666667,4.563344931835036,4.3133333333333335,13621.888888888889,0.8835,0.32849999999999996,0.5081,11.62,46.467800000000004
Kab. Karawang,Kotabaru,-6.340483718206921,107.3291298632369,False,Pertanian,2012,7,1,43.67,122597,1753.1,5.6,7.6,1.62,76.7,69.2,8,3.72,16.5,0.576,0.081,50.71,1,12,0.25834666666666667,4.563344931835036,4.3133333333333335,13621.888888888889,0.8835,0.32849999999999996,0.5081,6.238571428571428,46.467800000000004
Kab. Karawang,Kotabaru,-6.347440188308205,107.33865011493516,False,Makanan,2022,2,0,31.91,122597,1753.1,5.6,7.6,1.62,76.7,69.2,8,3.72,16.5,0.576,0.081,43.12,1,2,0.25834666666666667,4.563344931835036,4.3133333333333335,13621.888888888889,0.3835,0.32849999999999996,0.5081,15.955,46.467800000000004
Kab. Karawang,Kotabaru,-6.342511815787188,107.33046458100338,False,Fashion,2021,8,0,50.91,122597,1753.1,5.6,7.6,1.62,76.7,69.2,8,3.72,16.5,0.576,0.081,43.12,0,3,0.25834666666666667,4.563344931835036,4.3133333333333335,13621.888888888889,0.3835,0.32849999999999996,0.5081,6.36375,46.467800000000004
Kab. Karawang,Kotabaru,-6.330537932957728,107.33314999339436,False,Pertanian,2024,1,0,29.02,122597,1753.1,5.6,7.6,1.62,76.7,69.2,8,3.72,16.5,0.576,0.081,43.12,0,0,0.25834666666666667,4.563344931835036,4.3133333333333335,13621.888888888889,0.3835,0.32849999999999996,0.5081,29.02,46.467800000000004
Kab. Karawang,Kotabaru,-6.33831317193703,107.32284419108868,False,Jasa,2011,2,1,88.18,122597,1753.1,5.6,7.6,1.62,76.7,69.2,8,3.72,16.5,0.576,0.081,50.71,1,13,0.25834666666666667,4.563344931835036,4.3133333333333335,13621.888888888889,0.8835,0.32849999999999996,0.5081,44.09,46.467800000000004
Kab. Karawang,Kotabaru,-6.347176756594025,107.33768499351407,False,Fashion,2016,3,0,48.72,122597,1753.1,5.6,7.6,1.62,76.7,69.2,8,3.72,16.5,0.576,0.081,43.12,1,8,0.25834666666666667,4.563344931835036,4.3133333333333335,13621.888888888889,0.3835,0.32849999999999996,0.5081,16.24,46.467800000000004
Kab. Karawang,Kotabaru,-6.332760048092068,107.32084622670484,False,Makanan,2024,7,1,52.88,122597,1753.1,5.6,7.6,1.62,76.7,69.2,8,3.72,16.5,0.576,0.081,50.71,0,0,0.25834666666666667,4.563344931835036,4.3133333333333335,13621.888888888889,0.8835,0.32849999999999996,0.5081,7.554285714285714,46.467800000000004
Kab. Karawang,Kotabaru,-6.336821553842024,107.3341063545098,False,Pertanian,2021,5,0,38.27,122597,1753.1,5.6,7.6,1.62,76.7,69.2,8,3.72,16.5,0.576,0.081,43.12,0,3,0.25834666666666667,4.563344931835036,4.3133333333333335,13621.888888888889,0.3835,0.32849999999999996,0.5081,7.654000000000001,46.467800000000004
Kab. Karawang,Kotabaru,-6.342691186292393,107.31930960178713,False,Makanan,2017,6,1,42.72,122597,1753.1,5.6,7.6,1.62,76.7,69.2,8,3.72,16.5,0.576,0.081,50.71,0,7,0.25834666666666667,4.563344931835036,4.3133333333333335,13621.888888888889,0.8835,0.32849999999999996,0.5081,7.12,46.467800000000004
Kab. Karawang,Kotabaru,-6.333091417144956,107.32037708555436,False,Makanan,2010,5,1,83.75,122597,1753.1,5.6,7.6,1.62,76.7,69.2,8,3.72,16.5,0.576,0.081,50.71,0,14,0.25834666666666667,4.563344931835036,4.3133333333333335,13621.888888888889,0.8835,0.32849999999999996,0.5081,16.75,46.467800000000004
Kab. Karawang,Kotabaru,-6.342541145382232,107.32221997569808,False,Pertanian,2016,3,0,42.15,122597,1753.1,5.6,7.6,1.62,76.7,69.2,8,3.72,16.5,0.576,0.081,43.12,0,8,0.25834666666666667,4.563344931835036,4.3133333333333335,13621.888888888889,0.3835,0.32849999999999996,0.5081,14.049999999999999,46.467800000000004
Kab. Karawang,Kotabaru,-6.335485979674907,107.32244775358863,False,Pertanian,2021,6,0,23.37,122597,1753.1,5.6,7.6,1.62,76.7,69.2,8,3.72,16.5,0.576,0.081,43.12,1,3,0.25834666666666667,4.563344931835036,4.3133333333333335,13621.888888888889,0.3835,0.32849999999999996,0.5081,3.895,46.467800000000004
Kab. Karawang,Kotabaru,-6.3328325442078,107.32202953925244,False,Fashion,2018,7,1,50.7,122597,1753.1,5.6,7.6,1.62,76.7,69.2,8,3.72,16.5,0.576,0.081,50.71,1,6,0.25834666666666667,4.563344931835036,4.3133333333333335,13621.888888888889,0.8835,0.32849999999999996,0.5081,7.242857142857143,46.467800000000004
Kab. Karawang,Kotabaru,-6.347809099843632,107.33212507832214,False,Fashion,2022,2,0,41.05,122597,1753.1,5.6,7.6,1.62,76.7,69.2,8,3.72,16.5,0.576,0.081,43.12,1,2,0.25834666666666667,4.563344931835036,4.3133333333333335,13621.888888888889,0.3835,0.32849999999999996,0.5081,20.525,46.467800000000004
Kab. Karawang,Telukjambe Barat,-6.360912223688128,107.36408020747572,False,Fashion,2023,13,1,63.45,185418,32840.4,6.04,7.81,1.37,70.7,66.3,7,13.13,32.2,0.602,0.121,54.2,0,1,0.266968,0.21315209315355474,7.436666666666667,23177.25,0.8535,0.3615,0.3984,4.880769230769231,42.332550000000005
Kab. Karawang,Telukjambe Barat,-6.357059250988666,107.38191290600489,False,Jasa,2018,15,1,49.61,185418,32840.4,6.04,7.81,1.37,70.7,66.3,7,13.13,32.2,0.602,0.121,54.2,1,6,0.266968,0.21315209315355474,7.436666666666667,23177.25,0.8535,0.3615,0.3984,3.3073333333333332,42.332550000000005
Kab. Karawang,Telukjambe Barat,-6.368566577121952,107.37225874357836,False,Makanan,2023,5,1,13.57,185418,32840.4,6.04,7.81,1.37,70.7,66.3,7,13.13,32.2,0.602,0.121,54.2,0,1,0.266968,0.21315209315355474,7.436666666666667,23177.25,0.8535,0.3615,0.3984,2.714,42.332550000000005
Kab. Karawang,Telukjambe Barat,-6.366668905206961,107.37136504080908,False,Makanan,2013,4,0,77.35,185418,32840.4,6.04,7.81,1.37,70.7,66.3,7,13.13,32.2,0.602,0.121,46.61,0,11,0.266968,0.21315209315355474,7.436666666666667,23177.25,0.35350000000000004,0.3615,0.3984,19.3375,42.332550000000005
Kab. Karawang,Telukjambe Barat,-6.370736745069008,107.36815769909722,False,Makanan,2016,5,1,31.07,185418,32840.4,6.04,7.81,1.37,70.7,66.3,7,13.13,32.2,0.602,0.121,54.2,1,8,0.266968,0.21315209315355474,7.436666666666667,23177.25,0.8535,0.3615,0.3984,6.214,42.332550000000005
Kab. Karawang,Telukjambe Barat,-6.3672564203803805,107.3716374943284,False,Makanan,2014,4,0,52.37,185418,32840.4,6.04,7.81,1.37,70.7,66.3,7,13.13,32.2,0.602,0.121,46.61,0,10,0.266968,0.21315209315355474,7.436666666666667,23177.25,0.35350000000000004,0.3615,0.3984,13.0925,42.332550000000005
Kab. Karawang,Telukjambe Barat,-6.371195579408451,107.37506243567476,False,Fashion,2019,2,1,83.7,185418,32840.4,6.04,7.81,1.37,70.7,66.3,7,13.13,32.2,0.602,0.121,54.2,0,5,0.266968,0.21315209315355474,7.436666666666667,23177.25,0.8535,0.3615,0.3984,41.85,42.332550000000005
Kab. Karawang,Telukjambe Barat,-6.370950845795585,107.36675134131058,False,Makanan,2011,3,1,56.72,185418,32840.4,6.04,7.81,1.37,70.7,66.3,7,13.13,32.2,0.602,0.121,54.2,1,13,0.266968,0.21315209315355474,7.436666666666667,23177.25,0.8535,0.3615,0.3984,18.906666666666666,42.332550000000005
Kab. Karawang,Telukjambe Barat,-6.357822133531707,107.36460332550236,False,Fashion,2022,6,1,123.9,185418,32840.4,6.04,7.81,1.37,70.7,66.3,7,13.13,32.2,0.602,0.121,54.2,0,2,0.266968,0.21315209315355474,7.436666666666667,23177.25,0.8535,0.3615,0.3984,20.650000000000002,42.332550000000005
Kab. Karawang,Telukjambe Barat,-6.365345154524507,107.38151586785578,False,Kerajinan,2019,1,0,44.22,185418,32840.4,6.04,7.81,1.37,70.7,66.3,7,13.13,32.2,0.602,0.121,46.61,1,5,0.266968,0.21315209315355474,7.436666666666667,23177.25,0.35350000000000004,0.3615,0.3984,44.22,42.332550000000005
Kab. Karawang,Telukjambe Barat,-6.356887319139129,107.3785913656864,False,Makanan,2016,2,0,29.55,185418,32840.4,6.04,7.81,1.37,70.7,66.3,7,13.13,32.2,0.602,0.121,46.61,1,8,0.266968,0.21315209315355474,7.436666666666667,23177.25,0.35350000000000004,0.3615,0.3984,14.775,42.332550000000005
Kab. Karawang,Telukjambe Barat,-6.368685291783406,107.36286103434811,False,Makanan,2013,1,0,64.47,185418,32840.4,6.04,7.81,1.37,70.7,66.3,7,13.13,32.2,0.602,0.121,46.61,1,11,0.266968,0.21315209315355474,7.436666666666667,23177.25,0.35350000000000004,0.3615,0.3984,64.47,42.332550000000005
Kab. Karawang,Telukjambe Barat,-6.362074396775966,107.36491283671609,False,Jasa,2017,2,1,202.84,185418,32840.4,6.04,7.81,1.37,70.7,66.3,7,13.13,32.2,0.602,0.121,54.2,1,7,0.266968,0.21315209315355474,7.436666666666667,23177.25,0.8535,0.3615,0.3984,101.42,42.332550000000005
Kab. Karawang,Telukjambe Barat,-6.363310346760626,107.36894857078116,False,Pertanian,2013,2,1,42.57,185418,32840.4,6.04,7.81,1.37,70.7,66.3,7,13.13,32.2,0.602,0.121,54.2,1,11,0.266968,0.21315209315355474,7.436666666666667,23177.25,0.8535,0.3615,0.3984,21.285,42.332550000000005
Kab. Karawang,Telukjambe Barat,-6.3713196580015,107.37568361265056,False,Makanan,2015,2,1,54.09,185418,32840.4,6.04,7.81,1.37,70.7,66.3,7,13.13,32.2,0.602,0.121,54.2,0,9,0.266968,0.21315209315355474,7.436666666666667,23177.25,0.8535,0.3615,0.3984,27.045,42.332550000000005
Kab. Karawang,Telukjambe Barat,-6.365888761646032,107.37511561147664,False,Makanan,2015,4,1,44.49,185418,32840.4,6.04,7.81,1.37,70.7,66.3,7,13.13,32.2,0.602,0.121,54.2,1,9,0.266968,0.21315209315355474,7.436666666666667,23177.25,0.8535,0.3615,0.3984,11.1225,42.332550000000005
Kab. Karawang,Telukjambe Barat,-6.358768468166183,107.36368178331946,False,Makanan,2014,7,1,76.04,185418,32840.4,6.04,7.81,1.37,70.7,66.3,7,13.13,32.2,0.602,0.121,54.2,1,10,0.266968,0.21315209315355474,7.436666666666667,23177.25,0.8535,0.3615,0.3984,10.862857142857143,42.332550000000005
Kab. Karawang,Telukjambe Barat,-6.370259067530845,107.37834706987336,False,Kerajinan,2016,2,1,35.21,185418,32840.4,6.04,7.81,1.37,70.7,66.3,7,13.13,32.2,0.602,0.121,54.2,0,8,0.266968,0.21315209315355474,7.436666666666667,23177.25,0.8535,0.3615,0.3984,17.605,42.332550000000005
Kab. Karawang,Telukjambe Barat,-6.368246559011125,107.36963455137877,False,Fashion,2014,1,1,89.8,185418,32840.4,6.04,7.81,1.37,70.7,66.3,7,13.13,32.2,0.602,0.121,54.2,1,10,0.266968,0.21315209315355474,7.436666666666667,23177.25,0.8535,0.3615,0.3984,89.8,42.332550000000005
Kab. Karawang,Telukjambe Barat,-6.360345359940073,107.3631000317178,False,Makanan,2022,3,0,61.14,185418,32840.4,6.04,7.81,1.37,70.7,66.3,7,13.13,32.2,0.602,0.121,46.61,1,2,0.266968,0.21315209315355474,7.436666666666667,23177.25,0.35350000000000004,0.3615,0.3984,20.38,42.332550000000005
Kab. Karawang,Telukjambe Barat,-6.359325030788004,107.38007429692848,False,Fashion,2019,2,1,70.86,185418,32840.4,6.04,7.81,1.37,70.7,66.3,7,13.13,32.2,0.602,0.121,54.2,0,5,0.266968,0.21315209315355474,7.436666666666667,23177.25,0.8535,0.3615,0.3984,35.43,42.332550000000005
Kab. Karawang,Telukjambe Barat,-6.364952511880491,107.376296157261,False,Fashion,2010,5,1,153.92,185418,32840.4,6.04,7.81,1.37,70.7,66.3,7,13.13,32.2,0.602,0.121,54.2,0,14,0.266968,0.21315209315355474,7.436666666666667,23177.25,0.8535,0.3615,0.3984,30.784,42.332550000000005
Kab. Karawang,Telukjambe Barat,-6.359470656849217,107.3815962507836,False,Makanan,2013,4,0,41.14,185418,32840.4,6.04,7.81,1.37,70.7,66.3,7,13.13,32.2,0.602,0.121,46.61,1,11,0.266968,0.21315209315355474,7.436666666666667,23177.25,0.35350000000000004,0.3615,0.3984,10.285,42.332550000000005
Kab. Karawang,Telukjambe Barat,-6.362650535550535,107.36372544380512,False,Pertanian,2013,1,1,84.75,185418,32840.4,6.04,7.81,1.37,70.7,66.3,7,13.13,32.2,0.602,0.121,54.2,1,11,0.266968,0.21315209315355474,7.436666666666667,23177.25,0.8535,0.3615,0.3984,84.75,42.332550000000005
Kab. Karawang,Telukjambe Barat,-6.365857752026471,107.36409577938184,False,Jasa,2021,6,1,123.97,185418,32840.4,6.04,7.81,1.37,70.7,66.3,7,13.13,32.2,0.602,0.121,54.2,1,3,0.266968,0.21315209315355474,7.436666666666667,23177.25,0.8535,0.3615,0.3984,20.661666666666665,42.332550000000005
Kab. Karawang,Telukjambe Timur,-6.2708445745590975,107.22685638226804,False,Makanan,2019,6,0,32.72,86759,2701.9,9.31,3.72,1.3,69.8,75.8,0,0.16,40.2,0.589,0.127,65.82,1,5,0.47046533333333335,0.0,1.7266666666666668,86759.0,0.349,0.358,0.6978,5.453333333333333,48.6636
Kab. Karawang,Telukjambe Timur,-6.282601504949197,107.23721137980024,False,Kerajinan,2020,1,0,21.78,86759,2701.9,9.31,3.72,1.3,69.8,75.8,0,0.16,40.2,0.589,0.127,65.82,1,4,0.47046533333333335,0.0,1.7266666666666668,86759.0,0.349,0.358,0.6978,21.78,48.6636
Kab. Karawang,Telukjambe Timur,-6.269775761429649,107.22678996732776,False,Fashion,2010,2,1,158.53,86759,2701.9,9.31,3.72,1.3,69.8,75.8,0,0.16,40.2,0.589,0.127,73.41,1,14,0.47046533333333335,0.0,1.7266666666666668,86759.0,0.849,0.358,0.6978,79.265,48.6636
Kab. Karawang,Telukjambe Timur,-6.281770463061696,107.23495419260252,False,Jasa,2015,3,1,115.97,86759,2701.9,9.31,3.72,1.3,69.8,75.8,0,0.16,40.2,0.589,0.127,73.41,0,9,0.47046533333333335,0.0,1.7266666666666668,86759.0,0.849,0.358,0.6978,38.656666666666666,48.6636
Kab. Karawang,Telukjambe Timur,-6.282543202563382,107.24189890501492,False,Jasa,2020,1,1,178.72,86759,2701.9,9.31,3.72,1.3,69.8,75.8,0,0.16,40.2,0.589,0.127,73.41,0,4,0.47046533333333335,0.0,1.7266666666666668,86759.0,0.849,0.358,0.6978,178.72,48.6636
Kab. Karawang,Telukjambe Timur,-6.277049299092041,107.22956770205909,False,Jasa,2015,1,1,109.56,86759,2701.9,9.31,3.72,1.3,69.8,75.8,0,0.16,40.2,0.589,0.127,73.41,1,9,0.47046533333333335,0.0,1.7266666666666668,86759.0,0.849,0.358,0.6978,109.56,48.6636
Kab. Karawang,Telukjambe Timur,-6.271978065685395,107.22628903445845,False,Jasa,2013,3,0,46.01,86759,2701.9,9.31,3.72,1.3,69.8,75.8,0,0.16,40.2,0.589,0.127,65.82,1,11,0.47046533333333335,0.0,1.7266666666666668,86759.0,0.349,0.358,0.6978,15.336666666666666,48.6636
Kab. Karawang,Telukjambe Timur,-6.266292786067035,107.24039713923176,False,Pertanian,2011,4,1,69.87,86759,2701.9,9.31,3.72,1.3,69.8,75.8,0,0.16,40.2,0.589,0.127,73.41,1,13,0.47046533333333335,0.0,1.7266666666666668,86759.0,0.849,0.358,0.6978,17.4675,48.6636
Kab. Karawang,Telukjambe Timur,-6.283593574695219,107.22714276889292,False,Fashion,2010,12,0,65.2,86759,2701.9,9.31,3.72,1.3,69.8,75.8,0,0.16,40.2,0.589,0.127,65.82,1,14,0.47046533333333335,0.0,1.7266666666666668,86759.0,0.349,0.358,0.6978,5.433333333333334,48.6636
Kab. Karawang,Telukjambe Timur,-6.267725010395795,107.240157118442,False,Makanan,2023,2,0,36.8,86759,2701.9,9.31,3.72,1.3,69.8,75.8,0,0.16,40.2,0.589,0.127,65.82,1,1,0.47046533333333335,0.0,1.7266666666666668,86759.0,0.349,0.358,0.6978,18.4,48.6636
Kab. Karawang,Telukjambe Timur,-6.2661681959251405,107.23765973089566,False,Jasa,2014,1,1,139.24,86759,2701.9,9.31,3.72,1.3,69.8,75.8,0,0.16,40.2,0.589,0.127,73.41,0,10,0.47046533333333335,0.0,1.7266666666666668,86759.0,0.849,0.358,0.6978,139.24,48.6636
Kab. Karawang,Telukjambe Timur,-6.281033411940958,107.22733463317935,False,Jasa,2017,2,0,88.28,86759,2701.9,9.31,3.72,1.3,69.8,75.8,0,0.16,40.2,0.589,0.127,65.82,0,7,0.47046533333333335,0.0,1.7266666666666668,86759.0,0.349,0.358,0.6978,44.14,48.6636
Kab. Karawang,Ciampel,-6.340515326337326,107.36265000904228,False,Jasa,2020,1,0,54.66,117944,2114.6,8.17,0.25,12.06,68.0,69.9,4,1.73,45.0,0.55,0.197,58.85,1,4,0.380722,1.891610706516599,4.680000000000001,23588.8,0.34,0.37350000000000005,0.6904,54.66,43.79235
Kab. Karawang,Ciampel,-6.339583938398827,107.35834086139576,False,Kerajinan,2022,4,0,38.63,117944,2114.6,8.17,0.25,12.06,68.0,69.9,4,1.73,45.0,0.55,0.197,58.85,0,2,0.380722,1.891610706516599,4.680000000000001,23588.8,0.34,0.37350000000000005,0.6904,9.6575,43.79235
Kab. Karawang,Ciampel,-6.329887988097149,107.366522145922,False,Fashion,2020,2,0,26.78,117944,2114.6,8.17,0.25,12.06,68.0,69.9,4,1.73,45.0,0.55,0.197,58.85,1,4,0.380722,1.891610706516599,4.680000000000001,23588.8,0.34,0.37350000000000005,0.6904,13.39,43.79235
Kab. Karawang,Ciampel,-6.332529743714976,107.3671136390239,False,Makanan,2024,1,1,30.26,117944,2114.6,8.17,0.25,12.06,68.0,69.9,4,1.73,45.0,0.55,0.197,66.44,1,0,0.380722,1.891610706516599,4.680000000000001,23588.8,0.8400000000000001,0.37350000000000005,0.6904,30.26,43.79235
Kab. Karawang,Ciampel,-6.335836598188602,107.36557030098976,False,Makanan,2010,3,0,29.16,117944,2114.6,8.17,0.25,12.06,68.0,69.9,4,1.73,45.0,0.55,0.197,58.85,0,14,0.380722,1.891610706516599,4.680000000000001,23588.8,0.34,0.37350000000000005,0.6904,9.72,43.79235
Kab. Karawang,Ciampel,-6.337335643955306,107.36465801544956,False,Makanan,2021,1,1,40.9,117944,2114.6,8.17,0.25,12.06,68.0,69.9,4,1.73,45.0,0.55,0.197,66.44,1,3,0.380722,1.891610706516599,4.680000000000001,23588.8,0.8400000000000001,0.37350000000000005,0.6904,40.9,43.79235
Kab. Karawang,Ciampel,-6.329101445412787,107.35554341044369,False,Kerajinan,2016,3,0,50.7,117944,2114.6,8.17,0.25,12.06,68.0,69.9,4,1.73,45.0,0.55,0.197,58.85,1,8,0.380722,1.891610706516599,4.680000000000001,23588.8,0.34,0.37350000000000005,0.6904,16.900000000000002,43.79235
Kab. Karawang,Ciampel,-6.3326928384220285,107.36817669026186,False,Makanan,2018,3,0,29.89,117944,2114.6,8.17,0.25,12.06,68.0,69.9,4,1.73,45.0,0.55,0.197,58.85,0,6,0.380722,1.891610706516599,4.680000000000001,23588.8,0.34,0.37350000000000005,0.6904,9.963333333333333,43.79235
Kab. Karawang,Ciampel,-6.332261955774496,107.35382069029488,False,Makanan,2024,3,0,38.15,117944,2114.6,8.17,0.25,12.06,68.0,69.9,4,1.73,45.0,0.55,0.197,58.85,0,0,0.380722,1.891610706516599,4.680000000000001,23588.8,0.34,0.37350000000000005,0.6904,12.716666666666667,43.79235
Kab. Karawang,Ciampel,-6.332111029052636,107.35355893912065,False,Jasa,2016,1,1,57.26,117944,2114.6,8.17,0.25,12.06,68.0,69.9,4,1.73,45.0,0.55,0.197,66.44,1,8,0.380722,1.891610706516599,4.680000000000001,23588.8,0.8400000000000001,0.37350000000000005,0.6904,57.26,43.79235
Kab. Karawang,Ciampel,-6.333231781569656,107.3587172579568,False,Makanan,2022,3,1,67.71,117944,2114.6,8.17,0.25,12.06,68.0,69.9,4,1.73,45.0,0.55,0.197,66.44,1,2,0.380722,1.891610706516599,4.680000000000001,23588.8,0.8400000000000001,0.37350000000000005,0.6904,22.569999999999997,43.79235
Kab. Karawang,Ciampel,-6.339013214610717,107.36566014871084,False,Jasa,2022,1,1,58.57,117944,2114.6,8.17,0.25,12.06,68.0,69.9,4,1.73,45.0,0.55,0.197,66.44,1,2,0.380722,1.891610706516599,4.680000000000001,23588.8,0.8400000000000001,0.37350000000000005,0.6904,58.57,43.79235
Kab. Karawang,Ciampel,-6.334283923559584,107.36454642963066,False,Fashion,2013,2,0,81.4,117944,2114.6,8.17,0.25,12.06,68.0,69.9,4,1.73,45.0,0.55,0.197,58.85,1,11,0.380722,1.891610706516599,4.680000000000001,23588.8,0.34,0.37350000000000005,0.6904,40.7,43.79235
Kab. Karawang,Ciampel,-6.339044298182906,107.36561568741033,False,Jasa,2017,2,1,114.49,117944,2114.6,8.17,0.25,12.06,68.0,69.9,4,1.73,45.0,0.55,0.197,66.44,1,7,0.380722,1.891610706516599,4.680000000000001,23588.8,0.8400000000000001,0.37350000000000005,0.6904,57.245,43.79235
Kab. Karawang,Ciampel,-6.3305014625034,107.36771796688026,False,Makanan,2018,1,1,37.4,117944,2114.6,8.17,0.25,12.06,68.0,69.9,4,1.73,45.0,0.55,0.197,66.44,0,6,0.380722,1.891610706516599,4.680000000000001,23588.8,0.8400000000000001,0.37350000000000005,0.6904,37.4,43.79235
Kab. Karawang,Ciampel,-6.324655681382991,107.35269921920565,False,Makanan,2015,1,0,21.17,117944,2114.6,8.17,0.25,12.06,68.0,69.9,4,1.73,45.0,0.55,0.197,58.85,1,9,0.380722,1.891610706516599,4.680000000000001,23588.8,0.34,0.37350000000000005,0.6904,21.17,43.79235
Kab. Karawang,Pangkalan,-6.250300501774317,107.28877286888591,False,Kerajinan,2011,3,1,47.23,122397,16965.1,5.48,2.19,2.1,65.2,76.5,0,2.91,42.0,0.532,0.19,63.84,0,13,0.27948,0.0,2.4,122397.0,0.8260000000000001,0.361,0.6517999999999999,15.743333333333332,48.8835
Kab. Karawang,Pangkalan,-6.238971853814121,107.2882492127388,False,Fashion,2017,5,0,43.54,122397,16965.1,5.48,2.19,2.1,65.2,76.5,0,2.91,42.0,0.532,0.19,56.25,0,7,0.27948,0.0,2.4,122397.0,0.326,0.361,0.6517999999999999,8.708,48.8835
Kab. Karawang,Pangkalan,-6.248275090575808,107.2951808074418,False,Makanan,2016,7,0,59.66,122397,16965.1,5.48,2.19,2.1,65.2,76.5,0,2.91,42.0,0.532,0.19,56.25,1,8,0.27948,0.0,2.4,122397.0,0.326,0.361,0.6517999999999999,8.522857142857143,48.8835
Kab. Karawang,Pangkalan,-6.241772738024142,107.29111204841006,False,Makanan,2019,6,0,56.33,122397,16965.1,5.48,2.19,2.1,65.2,76.5,0,2.91,42.0,0.532,0.19,56.25,0,5,0.27948,0.0,2.4,122397.0,0.326,0.361,0.6517999999999999,9.388333333333334,48.8835
Kab. Karawang,Pangkalan,-6.241938105860298,107.30306724861028,False,Kerajinan,2013,6,0,71.23,122397,16965.1,5.48,2.19,2.1,65.2,76.5,0,2.91,42.0,0.532,0.19,56.25,1,11,0.27948,0.0,2.4,122397.0,0.326,0.361,0.6517999999999999,11.871666666666668,48.8835
Kab. Karawang,Pangkalan,-6.246620780143589,107.2896507377041,False,Makanan,2012,1,1,43.92,122397,16965.1,5.48,2.19,2.1,65.2,76.5,0,2.91,42.0,0.532,0.19,63.84,1,12,0.27948,0.0,2.4,122397.0,0.8260000000000001,0.361,0.6517999999999999,43.92,48.8835
Kab. Karawang,Pangkalan,-6.2480524282174095,107.29745812909326,False,Pertanian,2013,3,0,32.04,122397,16965.1,5.48,2.19,2.1,65.2,76.5,0,2.91,42.0,0.532,0.19,56.25,1,11,0.27948,0.0,2.4,122397.0,0.326,0.361,0.6517999999999999,10.68,48.8835
Kab. Karawang,Pangkalan,-6.249592906683285,107.2970872091167,False,Makanan,2013,14,1,29.47,122397,16965.1,5.48,2.19,2.1,65.2,76.5,0,2.91,42.0,0.532,0.19,63.84,1,11,0.27948,0.0,2.4,122397.0,0.8260000000000001,0.361,0.6517999999999999,2.105,48.8835
Kab. Karawang,Pangkalan,-6.2439547129089705,107.29604312211492,False,Pertanian,2022,4,1,77.59,122397,16965.1,5.48,2.19,2.1,65.2,76.5,0,2.91,42.0,0.532,0.19,63.84,1,2,0.27948,0.0,2.4,122397.0,0.8260000000000001,0.361,0.6517999999999999,19.3975,48.8835
Kab. Karawang,Pangkalan,-6.251913813169645,107.28778877781149,False,Fashion,2017,4,1,97.31,122397,16965.1,5.48,2.19,2.1,65.2,76.5,0,2.91,42.0,0.532,0.19,63.84,1,7,0.27948,0.0,2.4,122397.0,0.8260000000000001,0.361,0.6517999999999999,24.3275,48.8835
Kab. Karawang,Pangkalan,-6.249484063824823,107.29527580884928,False,Jasa,2024,1,1,34.78,122397,16965.1,5.48,2.19,2.1,65.2,76.5,0,2.91,42.0,0.532,0.19,63.84,1,0,0.27948,0.0,2.4,122397.0,0.8260000000000001,0.361,0.6517999999999999,34.78,48.8835
Kab. Karawang,Pangkalan,-6.244063165185743,107.29237080602483,False,Makanan,2011,1,1,37.66,122397,16965.1,5.48,2.19,2.1,65.2,76.5,0,2.91,42.0,0.532,0.19,63.84,1,13,0.27948,0.0,2.4,122397.0,0.8260000000000001,0.361,0.6517999999999999,37.66,48.8835
