kabupaten_kota,kecamatan,latitude,longitude,is_kota,jenis_usaha,tahun_berdiri,jumlah_karyawan,has_digital_presence,omset_bulanan,populasi,kepadatan_penduduk,income_per_kapita,jarak_ke_jalan_utama,jarak_ke_pasar,akses_internet_pct,skor_infrastruktur,jumlah_kompetitor_radius_3km,jarak_ke_bank_terdekat,penetrasi_kur_pct,risiko_banjir,risiko_gempa,skor_potensi,is_survived_3yr
Kab. Purwakarta,Cibatu,-6.616356844420873,107.40438941971266,False,Makanan,2018,2,1,34.84,248733,13045.4,4.81,13.15,5.64,54.4,42.4,0,1.14,25.9,0.101,0.263,37.83,1
Kab. Purwakarta,Cibatu,-6.6177446928731,107.40710111102833,False,Makanan,2017,2,1,18.21,248733,13045.4,4.81,13.15,5.64,54.4,42.4,0,1.14,25.9,0.101,0.263,37.83,1
Kab. Purwakarta,Cibatu,-6.616957615940879,107.39971613354317,False,Fashion,2013,3,0,40.57,248733,13045.4,4.81,13.15,5.64,54.4,42.4,0,1.14,25.9,0.101,0.263,30.24,1
Kab. Purwakarta,Cibatu,-6.615912292970467,107.39133188113473,False,Kerajinan,2019,3,0,38.86,248733,13045.4,4.81,13.15,5.64,54.4,42.4,0,1.14,25.9,0.101,0.263,30.24,1
Kab. Purwakarta,Cibatu,-6.610519693025402,107.40339693513657,False,Fashion,2011,3,1,48.59,248733,13045.4,4.81,13.15,5.64,54.4,42.4,0,1.14,25.9,0.101,0.263,37.83,1
Kab. Purwakarta,Cibatu,-6.62951077952884,107.39545855276991,False,Kerajinan,2015,1,1,33.65,248733,13045.4,4.81,13.15,5.64,54.4,42.4,0,1.14,25.9,0.101,0.263,37.83,0
Kab. Purwakarta,Cibatu,-6.624087107865356,107.40427483383438,False,Makanan,2014,15,0,56.12,248733,13045.4,4.81,13.15,5.64,54.4,42.4,0,1.14,25.9,0.101,0.263,30.24,1
Kab. Purwakarta,Cibatu,-6.620978708354337,107.40165943989486,False,Makanan,2015,4,1,52.45,248733,13045.4,4.81,13.15,5.64,54.4,42.4,0,1.14,25.9,0.101,0.263,37.83,1
Kab. Purwakarta,Cibatu,-6.610822358300405,107.39143252223347,False,Makanan,2012,8,0,59.34,248733,13045.4,4.81,13.15,5.64,54.4,42.4,0,1.14,25.9,0.101,0.263,30.24,1
Kab. Purwakarta,Cibatu,-6.628523076661767,107.40115159193164,False,Makanan,2011,6,0,83.28,248733,13045.4,4.81,13.15,5.64,54.4,42.4,0,1.14,25.9,0.101,0.263,30.24,1
Kab. Purwakarta,Cibatu,-6.62242790805238,107.39514385798623,False,Kerajinan,2010,3,1,40.91,248733,13045.4,4.81,13.15,5.64,54.4,42.4,0,1.14,25.9,0.101,0.263,37.83,0
Kab. Purwakarta,Cibatu,-6.617463966282724,107.39677740261061,False,Jasa,2010,2,1,125.05,248733,13045.4,4.81,13.15,5.64,54.4,42.4,0,1.14,25.9,0.101,0.263,37.83,1
Kab. Purwakarta,Cibatu,-6.626304494746794,107.40967275098205,False,Kerajinan,2023,1,0,15.54,248733,13045.4,4.81,13.15,5.64,54.4,42.4,0,1.14,25.9,0.101,0.263,30.24,0
Kab. Purwakarta,Cibatu,-6.610742996577711,107.39261848390883,False,Kerajinan,2011,17,1,29.61,248733,13045.4,4.81,13.15,5.64,54.4,42.4,0,1.14,25.9,0.101,0.263,37.83,1
Kab. Purwakarta,Cibatu,-6.616975699094045,107.4096569465149,False,Jasa,2022,3,0,46.07,248733,13045.4,4.81,13.15,5.64,54.4,42.4,0,1.14,25.9,0.101,0.263,30.24,1
Kab. Purwakarta,Darangdan,-6.5353820563636695,107.47540375475967,False,Makanan,2021,5,0,39.54,85524,2294.6,8.55,8.4,7.53,67.8,55.9,0,8.65,28.4,0.168,0.215,51.31,0
Kab. Purwakarta,Darangdan,-6.538922522148878,107.48216124243352,False,Fashion,2011,3,0,74.58,85524,2294.6,8.55,8.4,7.53,67.8,55.9,0,8.65,28.4,0.168,0.215,51.31,0
Kab. Purwakarta,Darangdan,-6.551826565469896,107.47984275197695,False,Pertanian,2023,3,1,15.29,85524,2294.6,8.55,8.4,7.53,67.8,55.9,0,8.65,28.4,0.168,0.215,58.91,1
Kab. Purwakarta,Darangdan,-6.5456807665229615,107.46814187178799,False,Kerajinan,2022,3,1,42.68,85524,2294.6,8.55,8.4,7.53,67.8,55.9,0,8.65,28.4,0.168,0.215,58.91,1
Kab. Purwakarta,Darangdan,-6.552492610974275,107.48063423453435,False,Fashion,2010,2,1,178.55,85524,2294.6,8.55,8.4,7.53,67.8,55.9,0,8.65,28.4,0.168,0.215,58.91,1
Kab. Purwakarta,Darangdan,-6.547042857098204,107.4824089543496,False,Makanan,2020,4,0,35.29,85524,2294.6,8.55,8.4,7.53,67.8,55.9,0,8.65,28.4,0.168,0.215,51.31,0
Kab. Purwakarta,Darangdan,-6.536879320895561,107.48609403990812,False,Jasa,2015,1,1,60.93,85524,2294.6,8.55,8.4,7.53,67.8,55.9,0,8.65,28.4,0.168,0.215,58.91,1
Kab. Purwakarta,Darangdan,-6.552791125200857,107.46954258652292,False,Jasa,2021,2,1,111.53,85524,2294.6,8.55,8.4,7.53,67.8,55.9,0,8.65,28.4,0.168,0.215,58.91,1
Kab. Purwakarta,Darangdan,-6.545297895156588,107.47226446705943,False,Makanan,2022,4,0,60.03,85524,2294.6,8.55,8.4,7.53,67.8,55.9,0,8.65,28.4,0.168,0.215,51.31,1
Kab. Purwakarta,Darangdan,-6.536312378430365,107.48370627688828,False,Makanan,2013,3,1,44.01,85524,2294.6,8.55,8.4,7.53,67.8,55.9,0,8.65,28.4,0.168,0.215,58.91,1
Kab. Purwakarta,Darangdan,-6.550901209444173,107.4862898724138,False,Makanan,2022,2,0,43.73,85524,2294.6,8.55,8.4,7.53,67.8,55.9,0,8.65,28.4,0.168,0.215,51.31,0
Kab. Purwakarta,Darangdan,-6.553378458243461,107.46688045936881,False,Makanan,2013,5,1,36.81,85524,2294.6,8.55,8.4,7.53,67.8,55.9,0,8.65,28.4,0.168,0.215,58.91,0
Kab. Purwakarta,Jatiluhur,-6.586219003720096,107.44971833776245,False,Fashion,2021,1,1,47.42,44134,4521.6,8.58,1.16,4.86,69.5,77.4,1,4.51,20.4,0.229,0.32,65.59,1
Kab. Purwakarta,Jatiluhur,-6.569830782750124,107.44535353396576,False,Kerajinan,2022,1,1,38.25,44134,4521.6,8.58,1.16,4.86,69.5,77.4,1,4.51,20.4,0.229,0.32,65.59,1
Kab. Purwakarta,Jatiluhur,-6.572452147053027,107.44212034900157,False,Kerajinan,2012,6,0,38.45,44134,4521.6,8.58,1.16,4.86,69.5,77.4,1,4.51,20.4,0.229,0.32,58.0,1
Kab. Purwakarta,Jatiluhur,-6.57979740844993,107.44686402714659,False,Makanan,2024,9,0,36.88,44134,4521.6,8.58,1.16,4.86,69.5,77.4,1,4.51,20.4,0.229,0.32,58.0,1
Kab. Purwakarta,Jatiluhur,-6.569057108269492,107.44868816388488,False,Pertanian,2024,3,1,20.78,44134,4521.6,8.58,1.16,4.86,69.5,77.4,1,4.51,20.4,0.229,0.32,65.59,0
Kab. Purwakarta,Jatiluhur,-6.575807903870256,107.44950397100114,False,Kerajinan,2014,4,1,55.79,44134,4521.6,8.58,1.16,4.86,69.5,77.4,1,4.51,20.4,0.229,0.32,65.59,1
Kab. Purwakarta,Maniis,-6.486988807811257,107.4487121728914,False,Makanan,2020,3,0,23.77,156901,17306.4,5.85,1.55,20.0,65.7,55.9,10,0.95,27.1,0.322,0.178,37.19,0
Kab. Purwakarta,Maniis,-6.4826206012170635,107.45298367478576,False,Makanan,2012,5,0,34.37,156901,17306.4,5.85,1.55,20.0,65.7,55.9,10,0.95,27.1,0.322,0.178,37.19,0
Kab. Purwakarta,Maniis,-6.48191421098195,107.44062426402242,False,Makanan,2017,1,1,48.99,156901,17306.4,5.85,1.55,20.0,65.7,55.9,10,0.95,27.1,0.322,0.178,44.79,0
Kab. Purwakarta,Maniis,-6.48505859211498,107.43962388455257,False,Makanan,2013,2,1,51.91,156901,17306.4,5.85,1.55,20.0,65.7,55.9,10,0.95,27.1,0.322,0.178,44.79,1
Kab. Purwakarta,Maniis,-6.498202981761892,107.44184716547154,False,Jasa,2020,3,1,81.7,156901,17306.4,5.85,1.55,20.0,65.7,55.9,10,0.95,27.1,0.322,0.178,44.79,0
Kab. Purwakarta,Maniis,-6.495927098156859,107.44520649025522,False,Fashion,2018,4,1,60.88,156901,17306.4,5.85,1.55,20.0,65.7,55.9,10,0.95,27.1,0.322,0.178,44.79,1
Kab. Purwakarta,Maniis,-6.488267819544196,107.44332964017894,False,Fashion,2024,4,0,26.38,156901,17306.4,5.85,1.55,20.0,65.7,55.9,10,0.95,27.1,0.322,0.178,37.19,0
Kab. Purwakarta,Maniis,-6.495353146097672,107.45411477218244,False,Fashion,2014,7,1,176.84,156901,17306.4,5.85,1.55,20.0,65.7,55.9,10,0.95,27.1,0.322,0.178,44.79,1
Kab. Purwakarta,Maniis,-6.48579538243103,107.45797311707584,False,Fashion,2018,2,1,91.97,156901,17306.4,5.85,1.55,20.0,65.7,55.9,10,0.95,27.1,0.322,0.178,44.79,1
Kab. Purwakarta,Maniis,-6.487856843491735,107.44336623201795,False,Makanan,2016,3,0,49.34,156901,17306.4,5.85,1.55,20.0,65.7,55.9,10,0.95,27.1,0.322,0.178,37.19,0
Kab. Purwakarta,Maniis,-6.483494112737485,107.44487131667466,False,Makanan,2021,4,1,62.71,156901,17306.4,5.85,1.55,20.0,65.7,55.9,10,0.95,27.1,0.322,0.178,44.79,0
Kab. Purwakarta,Maniis,-6.4789872527328045,107.45541567377207,False,Makanan,2020,3,0,33.59,156901,17306.4,5.85,1.55,20.0,65.7,55.9,10,0.95,27.1,0.322,0.178,37.19,0
Kab. Purwakarta,Maniis,-6.497280520451533,107.45180498599801,False,Jasa,2020,2,1,102.13,156901,17306.4,5.85,1.55,20.0,65.7,55.9,10,0.95,27.1,0.322,0.178,44.79,1
Kab. Purwakarta,Maniis,-6.482879978093171,107.44277894562893,False,Pertanian,2021,4,1,69.34,156901,17306.4,5.85,1.55,20.0,65.7,55.9,10,0.95,27.1,0.322,0.178,44.79,1
Kab. Purwakarta,Maniis,-6.49588631514893,107.45427362271005,False,Fashion,2015,1,0,39.82,156901,17306.4,5.85,1.55,20.0,65.7,55.9,10,0.95,27.1,0.322,0.178,37.19,0
Kab. Purwakarta,Maniis,-6.480843000093316,107.44433629556706,False,Kerajinan,2012,3,1,19.01,156901,17306.4,5.85,1.55,20.0,65.7,55.9,10,0.95,27.1,0.322,0.178,44.79,0
Kab. Purwakarta,Maniis,-6.478482076398864,107.45710715890465,False,Makanan,2020,1,1,37.17,156901,17306.4,5.85,1.55,20.0,65.7,55.9,10,0.95,27.1,0.322,0.178,44.79,1
Kab. Purwakarta,Maniis,-6.483568302780113,107.44554221861503,False,Fashion,2016,2,1,128.15,156901,17306.4,5.85,1.55,20.0,65.7,55.9,10,0.95,27.1,0.322,0.178,44.79,1
Kab. Purwakarta,Maniis,-6.479443811242643,107.44202031172244,False,Makanan,2016,4,0,26.59,156901,17306.4,5.85,1.55,20.0,65.7,55.9,10,0.95,27.1,0.322,0.178,37.19,1
Kab. Purwakarta,Maniis,-6.494777399609637,107.4581408410876,False,Fashion,2017,1,0,61.54,156901,17306.4,5.85,1.55,20.0,65.7,55.9,10,0.95,27.1,0.322,0.178,37.19,1
Kab. Purwakarta,Maniis,-6.493142479588332,107.44264312662733,False,Kerajinan,2021,3,0,26.71,156901,17306.4,5.85,1.55,20.0,65.7,55.9,10,0.95,27.1,0.322,0.178,37.19,1
Kab. Purwakarta,Pasawahan,-6.5905615068628896,107.35409342122888,False,Fashion,2015,16,0,60.16,44435,951.3,10.03,12.73,0.2,56.7,50.2,2,7.23,38.0,0.153,0.254,50.32,1
Kab. Purwakarta,Pasawahan,-6.588215879595366,107.35855565839925,False,Makanan,2023,1,1,38.7,44435,951.3,10.03,12.73,0.2,56.7,50.2,2,7.23,38.0,0.153,0.254,57.91,0
Kab. Purwakarta,Pasawahan,-6.600490653107498,107.35343882492023,False,Kerajinan,2018,2,1,49.47,44435,951.3,10.03,12.73,0.2,56.7,50.2,2,7.23,38.0,0.153,0.254,57.91,1
Kab. Purwakarta,Pasawahan,-6.597000731591346,107.35286436878513,False,Makanan,2018,2,1,21.31,44435,951.3,10.03,12.73,0.2,56.7,50.2,2,7.23,38.0,0.153,0.254,57.91,1
Kab. Purwakarta,Pasawahan,-6.591287958847714,107.35083745028587,False,Fashion,2014,4,0,47.47,44435,951.3,10.03,12.73,0.2,56.7,50.2,2,7.23,38.0,0.153,0.254,50.32,0
Kab. Purwakarta,Pasawahan,-6.589263328207714,107.35784194411832,False,Pertanian,2022,4,1,27.77,44435,951.3,10.03,12.73,0.2,56.7,50.2,2,7.23,38.0,0.153,0.254,57.91,0
Kab. Purwakarta,Plered,-6.483137234932413,107.35288342447869,False,Fashion,2021,3,0,33.42,32907,480.7,6.15,5.81,8.19,67.5,61.2,1,1.17,25.0,0.29,0.052,46.74,1
Kab. Purwakarta,Plered,-6.48627797263787,107.35171489845503,False,Makanan,2023,31,1,26.7,32907,480.7,6.15,5.81,8.19,67.5,61.2,1,1.17,25.0,0.29,0.052,54.33,1
Kab. Purwakarta,Plered,-6.4993831357158465,107.36036254978299,False,Fashion,2022,3,1,56.26,32907,480.7,6.15,5.81,8.19,67.5,61.2,1,1.17,25.0,0.29,0.052,54.33,1
Kab. Purwakarta,Plered,-6.480903031124329,107.35530531407355,False,Makanan,2021,2,0,70.77,32907,480.7,6.15,5.81,8.19,67.5,61.2,1,1.17,25.0,0.29,0.052,46.74,1
Kab. Purwakarta,Pondoksalam,-6.485621961575259,107.4309284301936,False,Makanan,2016,1,0,97.39,49576,798.0,2.82,5.12,0.88,71.8,73.9,0,3.8,32.9,0.311,0.149,49.56,0
Kab. Purwakarta,Pondoksalam,-6.481496198441407,107.431579819648,False,Makanan,2012,1,0,63.5,49576,798.0,2.82,5.12,0.88,71.8,73.9,0,3.8,32.9,0.311,0.149,49.56,1
Kab. Purwakarta,Pondoksalam,-6.487551658220039,107.42584874023557,False,Fashion,2022,6,0,44.97,49576,798.0,2.82,5.12,0.88,71.8,73.9,0,3.8,32.9,0.311,0.149,49.56,1
Kab. Purwakarta,Pondoksalam,-6.498252101273863,107.43992066049739,False,Fashion,2017,5,1,48.03,49576,798.0,2.82,5.12,0.88,71.8,73.9,0,3.8,32.9,0.311,0.149,57.16,1
Kab. Purwakarta,Pondoksalam,-6.489789110507192,107.42476095108125,False,Fashion,2013,4,0,122.89,49576,798.0,2.82,5.12,0.88,71.8,73.9,0,3.8,32.9,0.311,0.149,49.56,1
Kab. Purwakarta,Pondoksalam,-6.489925573041245,107.4258244240431,False,Makanan,2021,2,0,40.92,49576,798.0,2.82,5.12,0.88,71.8,73.9,0,3.8,32.9,0.311,0.149,49.56,0
Kab. Purwakarta,Pondoksalam,-6.48892377959531,107.42979767097289,False,Makanan,2015,3,1,62.84,49576,798.0,2.82,5.12,0.88,71.8,73.9,0,3.8,32.9,0.311,0.149,57.16,0
Kab. Purwakarta,Sukatani,-6.482605213523607,107.47879703738765,False,Jasa,2013,1,0,36.47,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,49.29,1
Kab. Purwakarta,Sukatani,-6.484831420520438,107.4768257952409,False,Kerajinan,2020,1,0,29.89,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,49.29,0
Kab. Purwakarta,Sukatani,-6.483511887827746,107.47450593189933,False,Fashion,2017,4,0,71.02,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,49.29,1
Kab. Purwakarta,Sukatani,-6.480162498143669,107.48446174128178,False,Fashion,2016,4,1,86.86,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,56.88,0
Kab. Purwakarta,Sukatani,-6.4761962413616,107.48550924301385,False,Makanan,2022,2,0,28.15,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,49.29,1
Kab. Purwakarta,Sukatani,-6.480166306580457,107.48213420697193,False,Fashion,2023,2,1,70.81,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,56.88,1
Kab. Purwakarta,Sukatani,-6.474289125121882,107.48608499040957,False,Makanan,2012,2,1,41.86,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,56.88,1
Kab. Purwakarta,Sukatani,-6.482891482562832,107.47841369786609,False,Makanan,2013,2,0,39.53,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,49.29,0
Kab. Purwakarta,Sukatani,-6.472217247148908,107.47503925469982,False,Makanan,2013,5,0,53.91,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,49.29,1
Kab. Purwakarta,Sukatani,-6.476540734885404,107.46951214303944,False,Pertanian,2018,1,0,16.55,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,49.29,0
Kab. Purwakarta,Sukatani,-6.484029978784577,107.48456318948871,False,Jasa,2022,1,1,105.82,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,56.88,1
Kab. Purwakarta,Sukatani,-6.483282578283781,107.48693856779762,False,Fashion,2012,2,1,142.76,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,56.88,1
Kab. Purwakarta,Sukatani,-6.476139822999958,107.48507734234005,False,Fashion,2012,1,1,56.19,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,56.88,0
Kab. Purwakarta,Sukatani,-6.477268923589198,107.47216709862438,False,Makanan,2024,1,0,24.99,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,49.29,1
Kab. Purwakarta,Sukatani,-6.477772421585019,107.479034077951,False,Kerajinan,2012,3,1,87.95,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,56.88,0
Kab. Purwakarta,Sukatani,-6.488583464421417,107.4768821054908,False,Kerajinan,2012,2,0,47.28,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,49.29,0
Kab. Purwakarta,Sukatani,-6.48406975676563,107.48617751887373,False,Kerajinan,2010,1,0,72.05,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,49.29,1
Kab. Purwakarta,Sukatani,-6.48938446230065,107.47241336868336,False,Kerajinan,2015,2,1,34.14,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,56.88,1
Kab. Purwakarta,Sukatani,-6.485039310385963,107.48179178693655,False,Jasa,2021,1,1,90.5,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,56.88,1
Kab. Purwakarta,Sukatani,-6.474976579532316,107.4752355337809,False,Fashion,2021,4,1,32.29,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,56.88,1
Kab. Purwakarta,Sukatani,-6.482625982243184,107.4695475335243,False,Fashion,2015,3,1,106.32,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,56.88,0
Kab. Purwakarta,Sukatani,-6.477912572780815,107.47610843826972,False,Makanan,2022,2,1,39.93,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,56.88,1
Kab. Purwakarta,Sukatani,-6.48730475457388,107.47490627911252,False,Makanan,2021,2,0,22.49,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,49.29,1
Kab. Purwakarta,Sukatani,-6.485674800626302,107.47430404905963,False,Makanan,2022,2,1,32.19,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,56.88,1
Kab. Purwakarta,Sukatani,-6.470135067562209,107.47762470555323,False,Makanan,2022,1,1,34.45,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,56.88,0
Kab. Purwakarta,Sukatani,-6.4722336877898305,107.47797749665479,False,Fashion,2024,7,1,112.43,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,56.88,0
Kab. Purwakarta,Sukatani,-6.477249744850977,107.4793192623302,False,Makanan,2016,7,0,24.17,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,49.29,1
Kab. Purwakarta,Sukatani,-6.485894317470763,107.47459301532918,False,Makanan,2012,5,1,76.1,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,56.88,1
Kab. Purwakarta,Sukatani,-6.47990881030828,107.47862437184389,False,Makanan,2010,4,0,63.43,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,49.29,1
Kab. Purwakarta,Sukatani,-6.4779921666843565,107.48227057599024,False,Makanan,2023,2,1,36.34,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,56.88,1
Kab. Purwakarta,Sukatani,-6.476889624032726,107.46845309377248,False,Makanan,2011,1,0,61.11,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,49.29,0
Kab. Purwakarta,Sukatani,-6.4841575142761005,107.47054380556273,False,Jasa,2024,3,1,45.96,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,56.88,1
Kab. Purwakarta,Sukatani,-6.483837432904316,107.48096465931086,False,Kerajinan,2023,5,0,40.25,244604,18327.4,10.97,4.29,20.0,69.0,50.7,7,1.6,26.4,0.318,0.16,49.29,1
Kab. Purwakarta,Tegalwaru,-6.47080887704306,107.40215448735464,False,Makanan,2023,19,0,29.99,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,69.66,0
Kab. Purwakarta,Tegalwaru,-6.474498256705518,107.39840144250992,False,Pertanian,2016,7,1,52.61,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,77.26,0
Kab. Purwakarta,Tegalwaru,-6.466746489562385,107.41014440557383,False,Makanan,2021,7,1,44.59,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,77.26,1
Kab. Purwakarta,Tegalwaru,-6.470396852007466,107.41455310719648,False,Jasa,2017,3,0,79.27,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,69.66,0
Kab. Purwakarta,Tegalwaru,-6.4643201265519235,107.40893697535562,False,Kerajinan,2013,2,0,80.55,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,69.66,0
Kab. Purwakarta,Tegalwaru,-6.47907278912779,107.41107112809885,False,Fashion,2010,5,1,142.07,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,77.26,1
Kab. Purwakarta,Tegalwaru,-6.4609427014814695,107.40964657861022,False,Makanan,2022,4,1,38.07,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,77.26,1
Kab. Purwakarta,Tegalwaru,-6.473528313827382,107.40827080047335,False,Makanan,2014,2,0,56.0,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,69.66,0
Kab. Purwakarta,Tegalwaru,-6.469775196206604,107.4000497757402,False,Pertanian,2018,2,1,34.12,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,77.26,0
Kab. Purwakarta,Tegalwaru,-6.468620998768088,107.40880684322961,False,Jasa,2024,1,1,66.98,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,77.26,1
Kab. Purwakarta,Tegalwaru,-6.470816471644537,107.39912606724086,False,Makanan,2023,4,0,47.5,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,69.66,1
Kab. Purwakarta,Tegalwaru,-6.4672156868399036,107.40797297336269,False,Makanan,2021,11,1,41.58,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,77.26,1
Kab. Purwakarta,Tegalwaru,-6.467284757861098,107.3996858752007,False,Pertanian,2013,3,1,49.85,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,77.26,1
Kab. Purwakarta,Tegalwaru,-6.474173629205244,107.39885663602482,False,Jasa,2012,1,0,42.79,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,69.66,1
Kab. Purwakarta,Tegalwaru,-6.466425974912582,107.41531454533826,False,Makanan,2024,1,0,38.54,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,69.66,1
Kab. Purwakarta,Tegalwaru,-6.474495753722503,107.40283771916738,False,Makanan,2016,4,1,67.14,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,77.26,1
Kab. Purwakarta,Tegalwaru,-6.461087797042746,107.4059724026127,False,Pertanian,2010,10,1,32.48,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,77.26,0
Kab. Purwakarta,Tegalwaru,-6.478596726008796,107.39939936733296,False,Jasa,2023,3,1,129.81,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,77.26,1
Kab. Purwakarta,Tegalwaru,-6.475541694843317,107.41340836141435,False,Fashion,2015,3,1,105.01,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,77.26,1
Kab. Purwakarta,Tegalwaru,-6.46158909982852,107.4128025069983,False,Kerajinan,2019,1,1,24.82,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,77.26,1
Kab. Purwakarta,Tegalwaru,-6.479427562297469,107.41341583511996,False,Makanan,2015,7,0,43.77,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,69.66,1
Kab. Purwakarta,Tegalwaru,-6.479279325521733,107.39867282194575,False,Fashion,2015,5,0,64.27,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,69.66,0
Kab. Purwakarta,Tegalwaru,-6.471368118476591,107.41401132043086,False,Makanan,2010,4,0,46.3,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,69.66,0
Kab. Purwakarta,Tegalwaru,-6.461314979994315,107.41421988751864,False,Makanan,2022,1,1,30.13,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,77.26,0
Kab. Purwakarta,Tegalwaru,-6.462008252972404,107.40346988692754,False,Pertanian,2010,2,1,100.59,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,77.26,1
Kab. Purwakarta,Tegalwaru,-6.479723765638711,107.40865751741028,False,Makanan,2015,1,0,40.27,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,69.66,1
Kab. Purwakarta,Tegalwaru,-6.471962073051596,107.39977348505045,False,Jasa,2022,6,0,51.63,233249,2940.8,8.16,0.18,2.64,73.4,84.3,1,13.33,37.4,0.314,0.06,69.66,1
