kabupaten_kota,kecamatan,latitude,longitude,is_kota,populasi,kepadatan_penduduk,income_per_kapita,jarak_ke_jalan_utama,jarak_ke_pasar,akses_internet_pct,skor_infrastruktur,jumlah_kompetitor_radius_3km,jarak_ke_bank_terdekat,penetrasi_kur_pct,risiko_banjir,risiko_gempa
Kab. Karawang,Tempuran,-6.364722,107.24983,False,69742,1447.3,4.55,0.13,8.56,72.4,76.6,0,8.8,27.0,0.586,0.105
Kab. Karawang,Majalaya,-6.275266,107.27602,False,127876,14184.4,12.05,5.44,5.93,85.3,72.9,4,0.12,36.9,0.525,0.058
Kab. Karawang,Rawamerta,-6.390745,107.375056,False,104182,2396.0,5.81,1.13,2.78,70.0,80.3,1,1.74,19.8,0.576,0.061
Kab. Karawang,Kutawaluya,-6.258594,107.36844,False,54382,15125.6,8.01,12.03,4.77,76.8,54.7,5,3.62,30.7,0.531,0.172
Kab. Karawang,Rengasdengklok,-6.240815,107.247823,False,153176,24036.8,6.11,0.78,0.56,74.5,85.9,9,1.54,19.3,0.512,0.149
Kab. Karawang,Batujaya,-6.336601,107.341318,False,220166,5438.1,6.09,4.55,9.36,75.0,66.1,5,3.16,36.9,0.582,0.181
Kab. Karawang,Pakisjaya,-6.288637,107.244623,False,161994,27723.6,7.36,4.62,8.99,68.6,63.5,10,2.76,30.5,0.645,0.096
Kab. Karawang,Jayakerta,-6.269467,107.25591,False,202131,26429.8,9.01,4.01,1.94,77.4,77.8,10,10.44,44.7,0.655,0.107
Kab. Karawang,Pedes,-6.364189,107.305916,False,254429,8414.3,7.58,15.0,0.22,53.8,48.9,0,19.73,35.2,0.669,0.067
Kab. Karawang,Cilebar,-6.30513,107.312814,False,153472,4757.8,8.43,5.54,1.12,69.3,71.5,1,0.62,17.9,0.799,0.114
Kab. Karawang,Tirtamulya,-6.385362,107.360394,False,62394,4735.0,13.36,1.08,3.6,73.8,81.1,3,1.24,23.0,0.604,0.157
Kab. Karawang,Tirtajaya,-6.357504,107.240722,False,175899,27790.1,11.56,2.42,11.18,70.2,66.8,12,9.89,31.0,0.609,0.175
Kab. Karawang,Cibuaya,-6.2578,107.372904,False,200265,3610.0,11.59,0.72,6.16,61.4,73.2,0,1.09,45.0,0.636,0.158
Kab. Karawang,Telagasari,-6.26206,107.349523,False,76347,19341.9,5.67,3.93,4.07,71.7,72.7,2,5.44,27.4,0.532,0.177
Kab. Karawang,Banyusari,-6.295161,107.308137,False,72042,1040.4,4.87,6.03,2.08,50.9,60.8,0,2.87,33.1,0.721,0.082
Kab. Pangandaran,Pangandaran,-7.746082,108.635353,False,59464,789.1,3.74,15.0,2.64,45.6,42.2,2,4.84,30.1,0.072,0.695
Kab. Pangandaran,Parigi,-7.70037,108.611561,False,28781,369.3,5.14,2.55,4.11,31.1,57.8,5,0.73,28.5,0.196,0.677
Kab. Pangandaran,Cijulang,-7.644253,108.64934,False,24083,528.0,5.14,15.0,2.66,52.1,45.1,0,9.08,19.8,0.118,0.609
Kab. Pangandaran,Cimerak,-7.747033,108.605229,False,115799,2203.1,7.58,14.34,0.89,57.1,49.6,5,16.08,14.4,0.11,0.771
Kab. Pangandaran,Cigugur,-7.650679,108.582181,False,109250,5869.1,7.77,1.1,20.0,56.9,53.0,2,0.12,22.5,0.193,0.755
Kab. Pangandaran,Langkaplancar,-7.623807,108.649223,False,79540,1906.2,2.87,4.46,20.0,33.6,34.4,0,3.82,25.9,0.173,0.764
Kab. Pangandaran,Mangunjaya,-7.683106,108.664785,False,54114,903.1,6.41,1.41,3.15,56.7,73.2,0,3.38,25.3,0.056,0.695
Kab. Pangandaran,Padaherang,-7.628051,108.625649,False,44680,1199.9,3.99,0.68,1.39,45.1,71.9,4,6.81,7.5,0.136,0.885
Kab. Pangandaran,Kalipucang,-7.651517,108.660517,False,73833,2189.8,10.12,10.66,1.32,41.3,46.4,2,2.52,9.6,0.179,0.669
Kab. Pangandaran,Sidamulih,-7.717275,108.710581,False,105380,2439.4,2.71,0.92,8.78,45.5,62.3,12,1.38,10.6,0.083,0.66
Kab. Bandung Barat,Lembang,-6.812412,107.485352,False,125425,1702.8,5.32,4.63,4.37,76.5,72.9,0,21.72,38.8,0.284,0.321
Kab. Bandung Barat,Parongpong,-6.803907,107.518767,False,208749,14722.8,13.86,4.58,6.1,59.1,63.0,7,1.2,23.5,0.255,0.229
Kab. Bandung Barat,Cisarua,-6.826662,107.513922,False,476414,34571.3,13.4,0.13,2.65,82.5,88.5,7,0.1,19.7,0.201,0.243
Kab. Bandung Barat,Cikalongwetan,-6.828405,107.488823,False,169369,39819.3,10.46,8.78,4.38,75.0,62.2,7,9.94,33.2,0.151,0.251
Kab. Bandung Barat,Cipeundeuy,-6.841022,107.500435,False,74152,5021.6,8.66,4.12,18.95,66.2,51.2,1,3.93,40.1,0.106,0.176
Kab. Bandung Barat,Ngamprah,-6.914623,107.520939,False,129991,2062.5,6.16,15.0,6.46,74.5,50.4,1,6.24,42.9,0.277,0.3
Kab. Bandung Barat,Padalarang,-6.800505,107.38468,False,142483,6562.4,15.0,0.51,9.01,61.1,70.0,16,0.29,22.6,0.185,0.253
Kab. Bandung Barat,Batujajar,-6.807869,107.400619,False,41044,540.1,10.07,10.42,2.73,59.7,53.4,0,0.33,45.0,0.174,0.298
Kab. Bandung Barat,Cihampelas,-6.886381,107.498961,False,145497,20291.8,11.6,1.89,1.62,92.0,89.8,0,9.7,16.2,0.257,0.303
Kab. Bandung Barat,Cililin,-6.914278,107.510875,False,120311,2687.6,6.82,6.49,16.23,69.4,50.3,2,0.69,27.7,0.245,0.191
Kab. Bandung Barat,Cipongkor,-6.806859,107.461195,False,51059,971.7,10.53,1.24,0.39,73.4,84.6,0,2.93,35.8,0.168,0.244
Kab. Bandung Barat,Rongga,-6.938978,107.425926,False,162986,18673.5,10.04,1.26,12.85,81.6,72.6,5,2.11,24.8,0.166,0.301
Kab. Bandung Barat,Sindangkerta,-6.841292,107.53699,False,250813,36149.9,6.84,1.2,6.73,77.0,78.4,11,3.89,30.2,0.166,0.178
Kab. Bandung Barat,Gununghalu,-6.83891,107.421569,False,113852,2457.0,5.74,0.12,2.63,60.4,78.6,4,9.54,28.6,0.18,0.346
Kab. Bandung Barat,Saguling,-6.838559,107.466398,False,109427,8615.8,5.79,5.64,1.16,79.6,75.8,7,8.28,9.2,0.145,0.272
Kab. Bandung Barat,Cipatat,-6.815225,107.397117,False,94289,14201.4,3.97,3.47,2.26,69.3,75.0,1,5.42,17.4,0.187,0.164
Kota Cimahi,Cimahi Utara,-6.828236,107.546603,True,289139,85243.9,15.0,0.1,5.13,92.6,90.0,25,3.81,33.3,0.198,0.29
Kota Cimahi,Cimahi Tengah,-6.795921,107.5147,True,98898,9092.5,10.41,0.7,5.22,91.8,88.1,0,2.46,26.8,0.203,0.324
Kota Cimahi,Cimahi Selatan,-6.84878,107.609124,True,500000,130841.9,15.0,4.87,5.09,81.5,73.6,34,2.71,27.8,0.158,0.167
Kota Banjar,Banjar,-7.433598,108.609957,True,167220,11725.1,6.44,2.47,7.39,69.7,71.2,5,0.22,30.5,0.19,0.413
Kota Banjar,Purwaharja,-7.339938,108.470854,True,137976,14360.7,7.74,1.0,7.07,75.2,77.6,0,2.85,38.6,0.136,0.538
Kota Banjar,Pataruman,-7.401846,108.573308,True,180459,17449.3,10.94,1.69,0.43,64.8,79.6,3,10.27,40.8,0.099,0.515
Kota Banjar,Langensari,-7.439224,108.553147,True,105900,14589.3,8.14,0.66,20.0,88.4,68.2,0,0.25,16.9,0.07,0.387
